source,target,target_type,relation
桃仁,金匮要略,Literature,cited_by
桃仁,唐瑶经验方,Literature,cited_by
桃仁,卫生家宝方,Literature,cited_by
桃仁,别录,Literature,cited_by
桃仁,孕妇、便溏者慎用,Contraindication,has_contraindication
月季花,活血调经,Efficacy,has_efficacy
月季花,散毒消肿,Efficacy,has_efficacy
月季花,活血调经药,Category,belongs_to
月季花,贵州草药,Literature,cited_by
月季花,湖南药物志,Literature,cited_by
月季花,泉州本草,Literature,cited_by
月季花,纲目,Literature,cited_by
月季花,四川中药志,Literature,cited_by
月季花,天津中草药,Literature,cited_by
月季花,现代实用中药,Literature,cited_by
月季花,安徽中草药,Literature,cited_by
月季花,浙江药用植物志,Literature,cited_by
月季花,福建药物志,Literature,cited_by
月季花,分类草药性,Literature,cited_by
月季花,闽东本草,Literature,cited_by
月季花,不宜久服，脾胃虚寒者及孕妇慎用,Contraindication,has_contraindication
凌霄花,行气祛瘀、凉血祛风,Efficacy,has_efficacy
凌霄花,活血调经药,Category,belongs_to
凌霄花,岭南采药录,Literature,cited_by
凌霄花,浙江民间草药,Literature,cited_by
凌霄花,天宝本草,Literature,cited_by
凌霄花,上海常用中草药,Literature,cited_by
凌霄花,医林纂要,Literature,cited_by
凌霄花,药性论,Literature,cited_by
凌霄花,传信适用方,Literature,cited_by
凌霄花,普济方,Literature,cited_by
凌霄花,摘玄方,Literature,cited_by
凌霄花,日华子本草,Literature,cited_by
凌霄花,圣惠方,Literature,cited_by
凌霄花,医学正传,Literature,cited_by
凌霄花,本经,Literature,cited_by
凌霄花,百一选方,Literature,cited_by
凌霄花,气血虚弱及孕妇忌服畏卤咸,Contraindication,has_contraindication
海螵蛸(墨鱼骨),胃痛吞酸,Efficacy,has_efficacy
海螵蛸(墨鱼骨),吐、衄、呕血,Efficacy,has_efficacy
海螵蛸(墨鱼骨),便血,Efficacy,has_efficacy
海螵蛸(墨鱼骨),崩漏带下,Efficacy,has_efficacy
海螵蛸(墨鱼骨),血枯经闭,Efficacy,has_efficacy
海螵蛸(墨鱼骨),腹痛癥瘕,Efficacy,has_efficacy
海螵蛸(墨鱼骨),虚疟泻痢,Efficacy,has_efficacy
海螵蛸(墨鱼骨),阴蚀烂疮收敛止血,Efficacy,has_efficacy
海螵蛸(墨鱼骨),固精止带,Efficacy,has_efficacy
海螵蛸(墨鱼骨),制酸止痛,Efficacy,has_efficacy
海螵蛸(墨鱼骨),收湿敛疮主吐血,Efficacy,has_efficacy
海螵蛸(墨鱼骨),呕血,Efficacy,has_efficacy
海螵蛸(墨鱼骨),崩漏,Efficacy,has_efficacy
海螵蛸(墨鱼骨),便血,Efficacy,has_efficacy
海螵蛸(墨鱼骨),衄血,Efficacy,has_efficacy
海螵蛸(墨鱼骨),创伤出血,Efficacy,has_efficacy
海螵蛸(墨鱼骨),肾虚遗精滑精,Efficacy,has_efficacy
海螵蛸(墨鱼骨),赤白带下,Efficacy,has_efficacy
海螵蛸(墨鱼骨),胃痛嘈杂,Efficacy,has_efficacy
海螵蛸(墨鱼骨),嗳气泛酸,Efficacy,has_efficacy
海螵蛸(墨鱼骨),湿疹溃疡,Efficacy,has_efficacy
海螵蛸(墨鱼骨),收涩固精缩尿止带药,Category,belongs_to
海螵蛸(墨鱼骨),药性论,Literature,cited_by
海螵蛸(墨鱼骨),世医得效方,Literature,cited_by
海螵蛸(墨鱼骨),普济方,Literature,cited_by
海螵蛸(墨鱼骨),素问,Literature,cited_by
海螵蛸(墨鱼骨),现代实用中药,Literature,cited_by
海螵蛸(墨鱼骨),本草拾遗,Literature,cited_by
海螵蛸(墨鱼骨),疡医大全,Literature,cited_by
海螵蛸(墨鱼骨),鬼遗方,Literature,cited_by
海螵蛸(墨鱼骨),仁斋直指方,Literature,cited_by
海螵蛸(墨鱼骨),别录,Literature,cited_by
海螵蛸(墨鱼骨),千金方,Literature,cited_by
海螵蛸(墨鱼骨),医宗三法,Literature,cited_by
海螵蛸(墨鱼骨),小儿药证直诀,Literature,cited_by
海螵蛸(墨鱼骨),卫生易简方,Literature,cited_by
海螵蛸(墨鱼骨),经验方,Literature,cited_by
海螵蛸(墨鱼骨),浙江中 医,Literature,cited_by
海螵蛸(墨鱼骨),单方验方新医疗法新编,Literature,cited_by
海螵蛸(墨鱼骨),景岳全书,Literature,cited_by
海螵蛸(墨鱼骨),食疗本草,Literature,cited_by
海螵蛸(墨鱼骨),中草药新医疗法资料选编,Literature,cited_by
海螵蛸(墨鱼骨),圣惠方,Literature,cited_by
海螵蛸(墨鱼骨),澹寮方,Literature,cited_by
海螵蛸(墨鱼骨),百一选方,Literature,cited_by
海螵蛸(墨鱼骨),（鱼孚）溪单方选,Literature,cited_by
海螵蛸(墨鱼骨),青岛中草药手册,Literature,cited_by
海螵蛸(墨鱼骨),阴虚多热者不宜多服；久服易致便秘，可适当配润肠药同用,Contraindication,has_contraindication
马鞭草,清热解毒,Efficacy,has_efficacy
马鞭草,活血散瘀,Efficacy,has_efficacy
马鞭草,利水消肿,Efficacy,has_efficacy
马鞭草,活血调经药,Category,belongs_to
马鞭草,四川,Origin,produced_in
马鞭草,贵州,Origin,produced_in
马鞭草,云南,Origin,produced_in
马鞭草,西藏等地,Origin,produced_in
马鞭草,补缺肘后方,Literature,cited_by
马鞭草,纂要奇方,Literature,cited_by
马鞭草,草药手册,Literature,cited_by
马鞭草,天宝本草,Literature,cited_by
马鞭草,全展选编?五官科,Literature,cited_by
马鞭草,中草药学,Literature,cited_by
马鞭草,生草药性备要,Literature,cited_by
马鞭草,纲目,Literature,cited_by
马鞭草,药性论,Literature,cited_by
马鞭草,江西中医药,Literature,cited_by
马鞭草,现代实用中药,Literature,cited_by
马鞭草,圣惠方,Literature,cited_by
马鞭草,江苏验方草药选编,Literature,cited_by
马鞭草,本草拾遗,Literature,cited_by
马鞭草,陕甘宁青中草药选,Literature,cited_by
马鞭草,福建药物志,Literature,cited_by
马鞭草,卫生易简方,Literature,cited_by
马鞭草,别录,Literature,cited_by
马鞭草,孕妇慎服,Contraindication,has_contraindication
牛膝,逐瘀通经,Efficacy,has_efficacy
牛膝,利尿通淋,Efficacy,has_efficacy
牛膝,补肝肾,Efficacy,has_efficacy
牛膝,强筋骨,Efficacy,has_efficacy
牛膝,引血下行,Efficacy,has_efficacy
牛膝,活血调经药,Category,belongs_to
牛膝,本草备要,Literature,cited_by
牛膝,药性论,Literature,cited_by
牛膝,千金方,Literature,cited_by
牛膝,纲目,Literature,cited_by
牛膝,圣济总录,Literature,cited_by
牛膝,滇南本草,Literature,cited_by
牛膝,肘后方,Literature,cited_by
牛膝,新疆中草药,Literature,cited_by
牛膝,日华子本草,Literature,cited_by
牛膝,圣惠方,Literature,cited_by
牛膝,本经,Literature,cited_by
牛膝,本草正,Literature,cited_by
牛膝,全幼心鉴,Literature,cited_by
牛膝,别录,Literature,cited_by
牛膝,中气下陷、梦遗滑精、月经过多、孕妇禁服,Contraindication,has_contraindication
川牛膝,逐瘀通经,Efficacy,has_efficacy
川牛膝,通利关节,Efficacy,has_efficacy
川牛膝,利尿通淋,Efficacy,has_efficacy
川牛膝,活血调经药,Category,belongs_to
川牛膝,湖南药物志,Literature,cited_by
川牛膝,中药志,Literature,cited_by
川牛膝,纲目,Literature,cited_by
川牛膝,四川中药志,Literature,cited_by
川牛膝,直指方,Literature,cited_by
川牛膝,圣济总录,Literature,cited_by
川牛膝,全国中草药汇编,Literature,cited_by
川牛膝,中药材手册,Literature,cited_by
川牛膝,药材资料汇编,Literature,cited_by
川牛膝,妇女月经过多，妊娠，梦遗滑精者忌用,Contraindication,has_contraindication
土牛膝,泻火解毒,Efficacy,has_efficacy
土牛膝,活血祛瘀,Efficacy,has_efficacy
土牛膝,利尿通淋,Efficacy,has_efficacy
土牛膝,活血调经药,Category,belongs_to
土牛膝,岭南采药录,Literature,cited_by
土牛膝,贵州草药,Literature,cited_by
土牛膝,广西中草药,Literature,cited_by
土牛膝,福建民间草药,Literature,cited_by
土牛膝,南宁市药物志,Literature,cited_by
土牛膝,云南中草药,Literature,cited_by
土牛膝,纲目拾遗,Literature,cited_by
土牛膝,江西草药,Literature,cited_by
土牛膝,上海常用中草药手册,Literature,cited_by
土牛膝,福建中草药,Literature,cited_by
土牛膝,月经过多、孕妇忌服,Contraindication,has_contraindication
丹参,祛瘀止痛,Efficacy,has_efficacy
丹参,活血通经,Efficacy,has_efficacy
丹参,清心除烦,Efficacy,has_efficacy
丹参,活血调经药,Category,belongs_to
丹参,甘肃南部,Origin,produced_in
丹参,四川西部,Origin,produced_in
丹参,云南西北部,Origin,produced_in
丹参,西藏,Origin,produced_in
丹参,千金方,Literature,cited_by
丹参,药性论,Literature,cited_by
丹参,妇人良方,Literature,cited_by
丹参,纲目,Literature,cited_by
丹参,刘涓子鬼遗方,Literature,cited_by
丹参,吴普本草,Literature,cited_by
丹参,滇南本草,Literature,cited_by
丹参,时方歌括,Literature,cited_by
丹参,本草经集庄,Literature,cited_by
丹参,肘后方,Literature,cited_by
丹参,集验拔萃良方,Literature,cited_by
丹参,日华子本草,Literature,cited_by
丹参,别录,Literature,cited_by
丹参,圣惠方,Literature,cited_by
丹参,本经,Literature,cited_by
丹参,陕甘宁青中草药选,Literature,cited_by
丹参,全国中草药汇编,Literature,cited_by
丹参,云南中草药选,Literature,cited_by
丹参,"月经过多而无瘀血者禁服，孕妇慎用
《本草经集庄》：""畏咸水反藜芦"" 忌醋",Contraindication,has_contraindication
瓜子金,祛痰止咳,Efficacy,has_efficacy
瓜子金,活血消肿,Efficacy,has_efficacy
瓜子金,解毒止痛,Efficacy,has_efficacy
瓜子金,活血止痛药,Category,belongs_to
瓜子金,陕西,Origin,produced_in
瓜子金,甘肃,Origin,produced_in
瓜子金,青海,Origin,produced_in
瓜子金,河南,Origin,produced_in
瓜子金,山东,Origin,produced_in
瓜子金,安徽,Origin,produced_in
瓜子金,浙江,Origin,produced_in
瓜子金,江西,Origin,produced_in
瓜子金,福建,Origin,produced_in
瓜子金,台湾,Origin,produced_in
瓜子金,湖北,Origin,produced_in
瓜子金,湖南,Origin,produced_in
瓜子金,广东,Origin,produced_in
瓜子金,广西,Origin,produced_in
瓜子金,及云贵川等区,Origin,produced_in
瓜子金,民间常用草药汇编,Literature,cited_by
瓜子金,贵州草药,Literature,cited_by
瓜子金,泉州本草,Literature,cited_by
瓜子金,药植图鉴,Literature,cited_by
瓜子金,药植志,Literature,cited_by
瓜子金,四川中药志,Literature,cited_by
瓜子金,贵阳民间草药,Literature,cited_by
瓜子金,南宁市药物志,Literature,cited_by
瓜子金,福建民间草药,Literature,cited_by
瓜子金,安徽中草药,Literature,cited_by
瓜子金,江西草药,Literature,cited_by
瓜子金,浙江民间常用草药,Literature,cited_by
瓜子金,江西民间草药验方,Literature,cited_by
瓜子金,分类草药性,Literature,cited_by
瓜子金,脾胃虚寒者慎用,Contraindication,has_contraindication
预知子,疏肝理气、活血止痛、除烦利尿,Efficacy,has_efficacy
预知子,活血止痛药,Category,belongs_to
预知子,湖南,Origin,produced_in
预知子,湖北,Origin,produced_in
预知子,广东,Origin,produced_in
预知子,四川等地,Origin,produced_in
预知子,中草药手册,Literature,cited_by
预知子,中药志,Literature,cited_by
预知子,医林纂要,Literature,cited_by
预知子,四川中药志,Literature,cited_by
预知子,常用抗癌药物手册,Literature,cited_by
预知子,开宝本草,Literature,cited_by
预知子,日华子本草,Literature,cited_by
预知子,圣惠方,Literature,cited_by
预知子,消癖汤,Literature,cited_by
预知子,局方,Literature,cited_by
预知子,脾虚作泄泻者匆服,Contraindication,has_contraindication
郁金,凉血化瘀,Efficacy,has_efficacy
郁金,行气解郁,Efficacy,has_efficacy
郁金,利胆退黄,Efficacy,has_efficacy
郁金,活血止痛药,Category,belongs_to
郁金,陕西,Origin,produced_in
郁金,甘肃,Origin,produced_in
郁金,青海,Origin,produced_in
郁金,河南,Origin,produced_in
郁金,山东,Origin,produced_in
郁金,安徽,Origin,produced_in
郁金,浙江,Origin,produced_in
郁金,江西,Origin,produced_in
郁金,福建,Origin,produced_in
郁金,台湾,Origin,produced_in
郁金,湖北,Origin,produced_in
郁金,湖南,Origin,produced_in
郁金,广东,Origin,produced_in
郁金,广西,Origin,produced_in
郁金,及云贵川等区,Origin,produced_in
郁金,本草备要,Literature,cited_by
郁金,药性论,Literature,cited_by
郁金,唐本草,Literature,cited_by
郁金,普济方,Literature,cited_by
郁金,本草汇言,Literature,cited_by
郁金,奇效良方,Literature,cited_by
郁金,中药志,Literature,cited_by
郁金,濒湖集简方,Literature,cited_by
郁金,本事方,Literature,cited_by
郁金,简易方论,Literature,cited_by
郁金,江西草药,Literature,cited_by
郁金,本草正,Literature,cited_by
郁金,医方摘要,Literature,cited_by
郁金,女科方要,Literature,cited_by
郁金,四川中药志,Literature,cited_by
郁金,经验方,Literature,cited_by
郁金,纲目,Literature,cited_by
郁金,圣济总录,Literature,cited_by
郁金,中草药新医疗法资料选编,Literature,cited_by
郁金,本草述,Literature,cited_by
郁金,本草经疏,Literature,cited_by
郁金,丹溪心法附余,Literature,cited_by
郁金,阴虚失血及无气滞血瘀者忌服，孕妇慎服,Contraindication,has_contraindication
乳香,活血生肌,Efficacy,has_efficacy
乳香,止痛消肿,Efficacy,has_efficacy
乳香,活血止痛药,Category,belongs_to
乳香,非洲东北部,Origin,produced_in
乳香,索马里,Origin,produced_in
乳香,埃塞俄比亚等地,Origin,produced_in
乳香,证治要诀,Literature,cited_by
乳香,医林集要,Literature,cited_by
乳香,日华子本草,Literature,cited_by
乳香,本草拾遗,Literature,cited_by
乳香,医学衷中参西录,Literature,cited_by
乳香,本草汇言,Literature,cited_by
乳香,别录,Literature,cited_by
乳香,卫生易简方,Literature,cited_by
乳香,医学纲目,Literature,cited_by
乳香,李念先手集,Literature,cited_by
乳香,梅师集验方,Literature,cited_by
乳香,外科全生集,Literature,cited_by
乳香,博济方,Literature,cited_by
乳香,妇人良方,Literature,cited_by
乳香,证类本草,Literature,cited_by
乳香,摄生众妙方,Literature,cited_by
乳香,瑞竹堂经验方,Literature,cited_by
乳香,纲目,Literature,cited_by
乳香,圣济总录,Literature,cited_by
乳香,要药分剂,Literature,cited_by
乳香,本草从新,Literature,cited_by
乳香,中草药新医疗法资料选编,Literature,cited_by
乳香,外科发挥,Literature,cited_by
乳香,孕妇、胃弱忌服,Contraindication,has_contraindication
小蓟,凉血止血、祛瘀消肿,Efficacy,has_efficacy
小蓟,凉血止血药,Category,belongs_to
小蓟,梅师集验方,Literature,cited_by
小蓟,上海常用中草药,Literature,cited_by
小蓟,千金方,Literature,cited_by
小蓟,圣济总录,Literature,cited_by
小蓟,千金要方,Literature,cited_by
小蓟,十药神书,Literature,cited_by
小蓟,江苏中医杂志,Literature,cited_by
小蓟,天津中草药,Literature,cited_by
小蓟,圣惠方,Literature,cited_by
小蓟,安徽中草药,Literature,cited_by
小蓟,广济方,Literature,cited_by
小蓟,福建药物志,Literature,cited_by
小蓟,纲目拾遗,Literature,cited_by
小蓟,卫生易简方,Literature,cited_by
小蓟,常用中草药图谱,Literature,cited_by
小蓟,济生方,Literature,cited_by
小蓟,医学广笔记,Literature,cited_by
小蓟,脾胃虚寒者禁服,Contraindication,has_contraindication
桃枝,活血通络,Efficacy,has_efficacy
桃枝,解毒杀虫,Efficacy,has_efficacy
桃枝,活血止痛药,Category,belongs_to
桃枝,全国各地均有栽培。,Origin,produced_in
桃枝,补缺肘后方,Literature,cited_by
桃枝,湖南药物志,Literature,cited_by
桃枝,纲目,Literature,cited_by
桃枝,总微论,Literature,cited_by
桃枝,伤寒类要,Literature,cited_by
桃枝,孕妇忌服,Contraindication,has_contraindication
西番莲,除风除湿,Efficacy,has_efficacy
西番莲,活血止痛,Efficacy,has_efficacy
西番莲,活血止痛药,Category,belongs_to
西番莲,贵州草药,Literature,cited_by
西番莲,生药学,Literature,cited_by
西番莲,西昌中草药,Literature,cited_by
西番莲,四川中药志,Literature,cited_by
甜瓜子,散结消瘀,Efficacy,has_efficacy
甜瓜子,清肺润肠,Efficacy,has_efficacy
甜瓜子,化瘀止痛,Efficacy,has_efficacy
甜瓜子,活血止痛药,Category,belongs_to
甜瓜子,我国各地均有。,Origin,produced_in
甜瓜子,中药志,Literature,cited_by
甜瓜子,纲目,Literature,cited_by
甜瓜子,千金要方,Literature,cited_by
甜瓜子,圣惠方,Literature,cited_by
甜瓜子,浙江药用植物志,Literature,cited_by
甜瓜子,本草拾遗,Literature,cited_by
甜瓜子,寿域神方,Literature,cited_by
甜瓜子,食物中药与便方,Literature,cited_by
甜瓜子,施今墨对药,Literature,cited_by
甜瓜子,青岛中草药手册,Literature,cited_by
甜瓜子,别录,Literature,cited_by
甜瓜子,脾胃虚寒，腹泻者忌服,Contraindication,has_contraindication
苦石莲,散瘀止痛,Efficacy,has_efficacy
苦石莲,清热祛湿,Efficacy,has_efficacy
苦石莲,活血止痛药,Category,belongs_to
苦石莲,云南,Origin,produced_in
苦石莲,广西,Origin,produced_in
苦石莲,四川等地,Origin,produced_in
苦石莲,生草药性备要,Literature,cited_by
苦石莲,广西野生资源植物,Literature,cited_by
苦石莲,四川中药志,Literature,cited_by
苦石莲,南宁市药物志,Literature,cited_by
苦石莲,广东中药,Literature,cited_by
苦石莲,广西中药志,Literature,cited_by
苦石莲,虚寒无火、大便燥结者忌用,Contraindication,has_contraindication
峨参,益气健脾,Efficacy,has_efficacy
峨参,活血止痛,Efficacy,has_efficacy
峨参,活血止痛药,Category,belongs_to
峨参,湖北,Origin,produced_in
峨参,湖南,Origin,produced_in
峨参,四川,Origin,produced_in
峨参,云南,Origin,produced_in
峨参,陕西,Origin,produced_in
峨参,甘肃,Origin,produced_in
峨参,河北,Origin,produced_in
峨参,山西,Origin,produced_in
峨参,内蒙古,Origin,produced_in
峨参,辽宁,Origin,produced_in
峨参,江苏,Origin,produced_in
峨参,浙江,Origin,produced_in
峨参,安徽,Origin,produced_in
峨参,江西,Origin,produced_in
峨参,河南,Origin,produced_in
峨参,新疆等地,Origin,produced_in
峨参,湖北中草药志,Literature,cited_by
峨参,四川中药志,Literature,cited_by
峨参,万县中草药,Literature,cited_by
峨参,浙江中药资源名录,Literature,cited_by
峨参,浙江药用植物志,Literature,cited_by
峨参,全国中草药汇编,Literature,cited_by
峨参,孕妇慎用,Contraindication,has_contraindication
苏木,行血祛瘀,Efficacy,has_efficacy
苏木,消肿止痛,Efficacy,has_efficacy
苏木,活血止痛药,Category,belongs_to
苏木,医学启源,Literature,cited_by
苏木,本草求原,Literature,cited_by
苏木,纲目,Literature,cited_by
苏木,圣济总录,Literature,cited_by
苏木,濒湖集简方,Literature,cited_by
苏木,药鉴,Literature,cited_by
苏木,现代实用中药,Literature,cited_by
苏木,新修本草,Literature,cited_by
苏木,得配本草,Literature,cited_by
苏木,日华子,Literature,cited_by
苏木,经验方,Literature,cited_by
苏木,本草拾遗,Literature,cited_by
苏木,广西本草选编,Literature,cited_by
苏木,卫生易简方,Literature,cited_by
苏木,云南抗癌中草药,Literature,cited_by
苏木,药义明辨,Literature,cited_by
苏木,主治秘要,Literature,cited_by
苏木,性走散动血，血虚无瘀者及孕妇慎用,Contraindication,has_contraindication
陆英,祛风利湿,Efficacy,has_efficacy
陆英,舒筋活血,Efficacy,has_efficacy
陆英,"利尿消肿
根：散瘀消肿",Efficacy,has_efficacy
陆英,"祛风活络
茎、叶：利尿消肿",Efficacy,has_efficacy
陆英,活血止痛,Efficacy,has_efficacy
陆英,活血止痛药,Category,belongs_to
陆英,非洲东北部,Origin,produced_in
陆英,索马里,Origin,produced_in
陆英,埃塞俄比亚等地,Origin,produced_in
陆英,药性论,Literature,cited_by
陆英,本经,Literature,cited_by
陆英,卫生易简方,Literature,cited_by
陆英,全国中草药汇编,Literature,cited_by
陆英,江西民间草药,Literature,cited_by
陆英,青岛中草药手册,Literature,cited_by
陆英,孕妇忌服,Contraindication,has_contraindication
独一味,活血祛瘀,Efficacy,has_efficacy
独一味,消肿止痛,Efficacy,has_efficacy
独一味,活血止痛药,Category,belongs_to
独一味,要决医典,Literature,cited_by
独一味,四川中药志,Literature,cited_by
独一味,青藏高原药物图鉴,Literature,cited_by
独一味,无瘀滞及孕妇勿服,Contraindication,has_contraindication
夏天无,降压镇痉,Efficacy,has_efficacy
夏天无,行气止痛,Efficacy,has_efficacy
夏天无,活血去瘀,Efficacy,has_efficacy
夏天无,活血止痛药,Category,belongs_to
夏天无,安徽,Origin,produced_in
夏天无,江苏,Origin,produced_in
夏天无,浙江,Origin,produced_in
夏天无,江西等地,Origin,produced_in
夏天无,全国中草药汇编,Literature,cited_by
夏天无,中草药学,Literature,cited_by
夏天无,浙江民间常用草药,Literature,cited_by
蓍草,解毒利湿,Efficacy,has_efficacy
蓍草,活血止痛,Efficacy,has_efficacy
蓍草,活血止痛药,Category,belongs_to
蓍草,河南,Origin,produced_in
蓍草,湖北,Origin,produced_in
蓍草,湖南和江西等地,Origin,produced_in
蓍草,贵州草药,Literature,cited_by
蓍草,湖南药物志,Literature,cited_by
蓍草,药植图鉴,Literature,cited_by
蓍草,内蒙古中草药,Literature,cited_by
蓍草,植物学大辞典,Literature,cited_by
蓍草,新修本草,Literature,cited_by
蓍草,陕西中草药,Literature,cited_by
蓍草,贵阳民间药草,Literature,cited_by
蓍草,药用植物学,Literature,cited_by
蓍草,山西中草药,Literature,cited_by
蓍草,有小毒，体虚及孕妇忌服,Contraindication,has_contraindication
延胡索,活血散瘀、理气止痛,Efficacy,has_efficacy
延胡索,"活血止痛药
【药用部位以块茎入药以个大、饱满、质坚、色黄、内色黄亮者为佳",Category,belongs_to
延胡索,医学启源,Literature,cited_by
延胡索,雷公炮炙论,Literature,cited_by
延胡索,纲目,Literature,cited_by
延胡索,普济方,Literature,cited_by
延胡索,医宗必读,Literature,cited_by
延胡索,中草药、验方、制剂、栽培选编,Literature,cited_by
延胡索,日华子本草,Literature,cited_by
延胡索,开宝本草,Literature,cited_by
延胡索,严氏济生方,Literature,cited_by
延胡索,圣惠方,Literature,cited_by
延胡索,类证活人书,Literature,cited_by
延胡索,卫生易简方,Literature,cited_by
延胡索,单方验方调查资料选编,Literature,cited_by
延胡索,山东中医杂志,Literature,cited_by
延胡索,仁斋直指方,Literature,cited_by
延胡索,济生方,Literature,cited_by
延胡索,永类钤方,Literature,cited_by
延胡索,血热气虚及孕妇忌服,Contraindication,has_contraindication
自然铜,散瘀止痛,Efficacy,has_efficacy
自然铜,接骨续筋.,Efficacy,has_efficacy
自然铜,活血止痛药,Category,belongs_to
自然铜,陆氏积德堂方,Literature,cited_by
自然铜,张氏医通,Literature,cited_by
自然铜,纲目,Literature,cited_by
自然铜,圣济总录,Literature,cited_by
自然铜,直指方,Literature,cited_by
自然铜,《日华子本草,Literature,cited_by
自然铜,开宝本草,Literature,cited_by
自然铜,玉楸药解,Literature,cited_by
自然铜,纲口,Literature,cited_by
自然铜,卫生易简方,Literature,cited_by
自然铜,证治准绳,Literature,cited_by
自然铜,本草衍义,Literature,cited_by
自然铜,阴虚火旺，血虚无瘀者忌服,Contraindication,has_contraindication
川芎,活血祛瘀,Efficacy,has_efficacy
川芎,祛风止痛,Efficacy,has_efficacy
川芎,行气开郁,Efficacy,has_efficacy
川芎,活血止痛药,Category,belongs_to
川芎,全幼心鉴,Literature,cited_by
川芎,医学启源,Literature,cited_by
川芎,宋氏女科秘书,Literature,cited_by
川芎,药性论,Literature,cited_by
川芎,赤水玄珠,Literature,cited_by
川芎,纲目,Literature,cited_by
川芎,圣济总录,Literature,cited_by
川芎,斗门方,Literature,cited_by
川芎,傅青主女科,Literature,cited_by
川芎,本事方,Literature,cited_by
川芎,日华子本草,Literature,cited_by
川芎,本草经集注,Literature,cited_by
川芎,本经,Literature,cited_by
川芎,傅青主男女科,Literature,cited_by
川芎,金匮要略,Literature,cited_by
川芎,品汇精要,Literature,cited_by
川芎,本草蒙筌,Literature,cited_by
川芎,别录,Literature,cited_by
骨碎补,补肾强骨,Efficacy,has_efficacy
骨碎补,续伤止痛,Efficacy,has_efficacy
骨碎补,活血止痛药,Category,belongs_to
骨碎补,浙江,Origin,produced_in
骨碎补,福建,Origin,produced_in
骨碎补,台湾等地,Origin,produced_in
骨碎补,泉州本草,Literature,cited_by
骨碎补,药性论,Literature,cited_by
骨碎补,日华子本草,Literature,cited_by
骨碎补,广西中药志,Literature,cited_by
骨碎补,本草汇言,Literature,cited_by
骨碎补,雷公炮炙论,Literature,cited_by
骨碎补,安徽中草药,Literature,cited_by
骨碎补,陕甘宁青中草药选,Literature,cited_by
骨碎补,浙江民间常用草药,Literature,cited_by
骨碎补,本草新编,Literature,cited_by
骨碎补,本草正,Literature,cited_by
骨碎补,草药手册,Literature,cited_by
骨碎补,四川中药志,Literature,cited_by
骨碎补,开宝本草,Literature,cited_by
骨碎补,单方验方调查资料选编,Literature,cited_by
骨碎补,山西中草药,Literature,cited_by
骨碎补,福建中草药,Literature,cited_by
骨碎补,圣惠方,Literature,cited_by
骨碎补,本草述,Literature,cited_by
骨碎补,闽东本草,Literature,cited_by
骨碎补,阴虚内热及无瘀血者慎服不宜与风燥药同用，忌羊肉、羊血、芸薹菜,Contraindication,has_contraindication
五灵脂,活血止痛,Efficacy,has_efficacy
五灵脂,化瘀止血,Efficacy,has_efficacy
五灵脂,消积解毒,Efficacy,has_efficacy
五灵脂,活血止痛药,Category,belongs_to
五灵脂,河北,Origin,produced_in
五灵脂,山西,Origin,produced_in
五灵脂,陕西,Origin,produced_in
五灵脂,四川,Origin,produced_in
五灵脂,云南,Origin,produced_in
五灵脂,西藏等,Origin,produced_in
五灵脂,本草衍义补遗,Literature,cited_by
五灵脂,金匮钩玄,Literature,cited_by
五灵脂,直指方,Literature,cited_by
五灵脂,鸡峰昔济方,Literature,cited_by
五灵脂,现代实用中药,Literature,cited_by
五灵脂,产乳集验方,Literature,cited_by
五灵脂,本草衍义,Literature,cited_by
五灵脂,永类钤方,Literature,cited_by
五灵脂,儒门事亲,Literature,cited_by
五灵脂,疑难急症简方,Literature,cited_by
五灵脂,摘元方,Literature,cited_by
五灵脂,证类本草,Literature,cited_by
五灵脂,杏苑生春,Literature,cited_by
五灵脂,开宝本草,Literature,cited_by
五灵脂,本草图经,Literature,cited_by
五灵脂,经效方,Literature,cited_by
五灵脂,本草蒙筌,Literature,cited_by
五灵脂,明目经验方,Literature,cited_by
五灵脂,纲目,Literature,cited_by
五灵脂,圣济总录,Literature,cited_by
五灵脂,阎氏小儿方论,Literature,cited_by
五灵脂,乾坤生意秘韫,Literature,cited_by
五灵脂,圣惠方,Literature,cited_by
五灵脂,本草述,Literature,cited_by
五灵脂,本草经疏,Literature,cited_by
五灵脂,经验良方,Literature,cited_by
五灵脂,局方,Literature,cited_by
没药,活血止痛,Efficacy,has_efficacy
没药,消肿生肌,Efficacy,has_efficacy
没药,活血止痛药,Category,belongs_to
没药,宣明论方,Literature,cited_by
没药,药性论,Literature,cited_by
没药,金匮钩玄,Literature,cited_by
没药,赤水玄珠,Literature,cited_by
没药,普济方,Literature,cited_by
没药,眼科龙木论,Literature,cited_by
没药,日华子本草,Literature,cited_by
没药,疡医大全,Literature,cited_by
没药,御药院方,Literature,cited_by
没药,奇效良方,Literature,cited_by
没药,银海精微,Literature,cited_by
没药,鲜溪单方选,Literature,cited_by
没药,海药本草,Literature,cited_by
没药,开宝本草,Literature,cited_by
没药,伤寒保命集,Literature,cited_by
没药,本草图经,Literature,cited_by
没药,赤水玄殊,Literature,cited_by
没药,纲目,Literature,cited_by
没药,圣济总录,Literature,cited_by
没药,圣惠方,Literature,cited_by
没药,本草述,Literature,cited_by
没药,本草经疏,Literature,cited_by
没药,孕妇忌服,Contraindication,has_contraindication
